,title,price,adress,image_link,page,category
3501,VENTE DE VOITURE HYUNDAI ELANTRA À BAS PRIX ,5000000,Nord Foire, media/annonces/pics/thumbs/0ce5d4d3d1056685cce182fac8b9fad5.jpg ,88,vehicles
3502,Yamaha xmax venant,700000,Dakar, media/annonces/pics/thumbs/fb875dfb5c7abc6bc58e899cb3b8681e.jpeg ,88,vehicles
3503,Liberty 125,330000,Dakar, media/annonces/pics/thumbs/e8a92eeccc0e5e87eb1194b1d297639b.jpeg ,88,vehicles
3504,Toyota RAV4 2015 manuel essence ,10500000,Mermoz, media/annonces/pics/thumbs/c8e30d75357a896ccecba08381403603.jpg ,88,vehicles
3505,Vélo de ville,50000,Ouest Foire, img/nophoto.png ,88,vehicles
3506,boxer peugeot,7000000,Ziguinchor, media/annonces/pics/thumbs/d7a7e511543c83bbb52b83989699163a.jpg ,88,vehicles
3507,KTM 690 Prestige Supermoto,1450000,Saly, media/annonces/pics/thumbs/8b0877550ead63394ad03fdcb2562f5f.jpg ,88,vehicles
3508,VOLVO FH16 PTRA 180 tonnes pour convois,27500000,Dakar, media/annonces/pics/thumbs/16ac3a7ee7c295910d4ca2cfaedfc078.jpg ,88,vehicles
3509,Opel Corsa en vente,3000000,Dakar, media/annonces/pics/thumbs/7a59f383371069b23b4d879158387e75.jpg ,88,vehicles
3510,Chevrolet trax 4x4 2015,7000000,Dakar, media/annonces/pics/thumbs/4fe504b8134b5185404663a8db043348.jpg ,88,vehicles
3511,Kia sorento 2012,7400000,Dakar, media/annonces/pics/thumbs/b70407a5d61e3355dde55789b48e545c.jpg ,88,vehicles
3512,Chevrolet cruze 2014,6000000,Dakar, media/annonces/pics/thumbs/b45fe3f5055e04e12456cde7102039a1.jpg ,88,vehicles
3513,tmax 2012 avec moteur 560 Dx 2018,2450000,Sacré Coeur, media/annonces/pics/thumbs/b2a8f9bb8f271ba3b818bb2229f5ff92.jpg ,88,vehicles
3514,406 hdi  a vendre,1300000,Dakar, media/annonces/pics/thumbs/605e090f6bcc8851da4076dcb9b7dab3.jpg ,88,vehicles
3515,moto triump,750000,Rufisque, media/annonces/pics/thumbs/95d07bf7f6f1913c7895bfa5147b54db.png ,88,vehicles
3516,A vendre FORD Escape 2011,4200000,Rufisque, media/annonces/pics/thumbs/2991108f769628f8a5e6d8a63518920a.jpg ,88,vehicles
3517,scooter mbk,250000,Parcelles assainies, media/annonces/pics/thumbs/b1061819839c99d041621642b9afcfd8.jpg ,88,vehicles
3518,Toyota corrolla,1800000,Grand Dakar, media/annonces/pics/thumbs/4c1de3c33d794311ea24aa113fb080ec.jpg ,88,vehicles
3519,CITROEN C3 A VENDRE,2200000,Dakar, media/annonces/pics/thumbs/8026677b35f5f501138059633cace65d.png ,88,vehicles
3520,Bus Volvo a vendre,16000000,Biscuiterie, media/annonces/pics/thumbs/1bfac0d7058afed428d0eda4fc20dbd7.jpg ,88,vehicles
3521,Mercedes CLA,13900000,Almadies, media/annonces/pics/thumbs/ff980cb131998fc2e2e501c050d8d21b.jpeg ,88,vehicles
3522,PIGGIO FLY 100 AV,300,Dakar, media/annonces/pics/thumbs/67e74ffe8fed7e33358853edd1baaa5f.jpg ,88,vehicles
3523,Moto KTM 690 sm,2800000,Almadies, media/annonces/pics/thumbs/ff5e17aa9e9e5244ae7f2ab86b032d9b.jpeg ,88,vehicles
3524,FORD Escape 2011,4200000,Dakar, media/annonces/pics/thumbs/e992471679c398ef074b50266846fc60.jpg ,88,vehicles
3525,Citroën C5,3200000,Hann Maristes, media/annonces/pics/thumbs/03bc278643e18b31ffdbda65e79804e5.jpg ,88,vehicles
3526,Voitures à vendre,100000,Touba, media/annonces/pics/thumbs/ca5594cc0b5423dda84e585ef7191c56.jpg ,88,vehicles
3527,KIA SORENTO À VENDRE EN TRÉS BON ÉTAT,7100000,Dakar, media/annonces/pics/thumbs/2a89a1044de238350e5c98e8257562d4.jpg ,88,vehicles
3528,Sécurité Vehicule,1500000,Patte d'Oie, media/annonces/pics/thumbs/0a44e17b08b156196ca547bc59f7dfe6.jpg ,88,vehicles
3529,Kia Sportage 2013 ,7500000,Ouest Foire, media/annonces/pics/thumbs/dc85823b64760ebbc35c5ee58039d122.jpeg ,88,vehicles
3530,Peugeot partner 2011 7 places ,5200000,Louga, media/annonces/pics/thumbs/151d0f929565a2eec6af0543498d36ee.jpg ,88,vehicles
3531,Ford transit connect frigorifique ,7300000,Louga, media/annonces/pics/thumbs/413c96f2decb81c19764357aea97b0e0.jpg ,88,vehicles
3532,Fiat panda mlni 4×4 suv,2300000,Ouakam, media/annonces/pics/thumbs/a365f487d8920ff97f26bb836f2ed8de.jpg ,88,vehicles
3533,Motos xc 300 ,450000,Guédiawaye, media/annonces/pics/thumbs/9479965d81e0fee1a8c29953d88ed1c9.jpg ,88,vehicles
3534,2016 Toyota Hilux Invincible D Cab Pick Up 2.4 D 4D Auto Double Cab ,3500000,Dakar, media/annonces/pics/thumbs/81b6ee4b8f72b54df88d19dc01eb17ab.jpg ,88,vehicles
3535,LOCATION VOITURE  DIESEL LUXUEUSE ET CLIMATISÉE,35000,Dakar, media/annonces/pics/thumbs/3d4343508b445daa62b35353e7d2cd72.jpeg ,88,vehicles
3536,Toyota Avensis,5500000,Bene Tally, media/annonces/pics/thumbs/d81ad19c406a9d6cfb8a68086527924b.jpg ,88,vehicles
3537,Fords Focus Titanium ,6500000,Dakar, media/annonces/pics/thumbs/2984cb8db32eac9032e6e467ebb5c7b7.png ,88,vehicles
3538,Scooter yamaha 125cc,350000,Grand Dakar, media/annonces/pics/thumbs/b00d6697fc633c72589ff148eaa2ba0e.jpg ,88,vehicles
3539,Organiseur pour voiture,4000,Dakar, media/annonces/pics/thumbs/c3fdc7c91052b9b3b63d5ffb8391c383.jpg ,88,vehicles
3540,Scooters venants,500000,Hann Bel-Air, media/annonces/pics/thumbs/61185e586f023630a7c85b4a4de492f4.jpeg ,88,vehicles
3541,x pro sym 50,160000,Ouest Foire, img/nophoto.png ,88,vehicles
3542,Hyundai Tucson ,4000000,Amitié, media/annonces/pics/thumbs/14e673f79b991139b76f3ac0b55c82a5.jpg ,88,vehicles
3543,RANGE ROVER SPORT HSE propre avec 45.000KM Essence V6 cylindres,40000000,Virage, media/annonces/pics/thumbs/8da7aad4f0d00ba9f197471e3213f22b.jpeg ,89,vehicles
3544,  A vendre Ford Explorer Limited 2017 Essence Automatique,18500000,Yoff, media/annonces/pics/thumbs/4563af52b91729daedbd01691d584165.jpeg ,89,vehicles
3545,Peugeot 407,2000000,Scat Urbam, media/annonces/pics/thumbs/520d90c587619b965a878c9a9f983cd7.jpg ,89,vehicles
3546,Hyundai h1,4000000,Parcelles assainies, media/annonces/pics/thumbs/65561e4d81c154794ff377d1d6a5e14f.jpg ,89,vehicles
3547,Nissan qashqai,5500000,Yoff, media/annonces/pics/thumbs/52d5ae5e7796c3f8938044d0f232dda2.jpg ,89,vehicles
3548,VEHICULE CITROEN C4 ,2200000,Keur Massar, media/annonces/pics/thumbs/86fbc9cd6e7a5c8027f49a18f7f8dd83.jpg ,89,vehicles
3549,Poulie damper KIA SPORTAGE,60000,Dakar, media/annonces/pics/thumbs/d6f766236653f92446a76f5aa7f4e417.jpg ,89,vehicles
3550,Xc300,300000,Dakar, media/annonces/pics/thumbs/33ad29f0c179a1c4e3eaccac18690cc5.jpeg ,89,vehicles
3551,Ford escape,5000000,Amitié, media/annonces/pics/thumbs/f6e9017c17ebd8a1e827ca2d62735326.jpg ,89,vehicles
3552,Sport city 200cc ,550000,Dakar, media/annonces/pics/thumbs/70c0dc52f4e0621a86144af9bd50506f.jpeg ,89,vehicles
3553,Dacia Logan cv 6 7 places,2500000,Dakar, media/annonces/pics/thumbs/a5bf83f9e8ee28638644468a0f5ed366.jpeg ,89,vehicles
3554,Koleos,65000000,Thiès, media/annonces/pics/thumbs/8e3781c8ecdf4a9c3f0b49fe7ecc87a7.jpg ,89,vehicles
3555,Moto KTM 690 SM 2016,3000000,Almadies, media/annonces/pics/thumbs/ae63db9db7856fb541b9d77c3ad64aca.jpg ,89,vehicles
3556,Peugeot partner ,4200000,Almadies, media/annonces/pics/thumbs/5948581157ed863ad638000551fb7608.jpg ,89,vehicles
3557,Mercedes ,2500000,Dakar, img/nophoto.png ,89,vehicles
3558,Cheveux,52500,Dakar, media/annonces/pics/thumbs/699b1c9eda200d4ccac4da35ba7685ca.png ,89,vehicles
3559,Ford focus,5500000,Grand Dakar, media/annonces/pics/thumbs/fc0317efeacf635c969ad592a82f9bf1.jpg ,89,vehicles
3560,Peugeot,1000000,Diourbel, img/nophoto.png ,89,vehicles
3561,PEUGEOT 508,7800000,Nord Foire, media/annonces/pics/thumbs/319827a66a6b1752d967cc9d009413cf.jpg ,89,vehicles
3562,KIA FORTE,3800000,Nord Foire, media/annonces/pics/thumbs/c069b2ac564b5ed12658387baf27efd1.jpg ,89,vehicles
3563,Range rover sport supercharged,11000000,Mermoz, media/annonces/pics/thumbs/ad29c4502168b6d5187aa98469f3a459.jpg ,89,vehicles
3564,Toyota AYGO,3500000,Sacré Coeur, media/annonces/pics/thumbs/d37f090069cd4d54be7a6270598ec0ea.jpg ,89,vehicles
3565,Chevrolet cruze 2012,5000000,Grand Dakar, media/annonces/pics/thumbs/83df135092c053dd8e569e02733a5a58.jpg ,89,vehicles
3566,Bus VOLVO à vendre,16000000,Pikine, media/annonces/pics/thumbs/9e9d35539badf9f05831542ff3715013.jpg ,89,vehicles
3567,Peugeot 508 full option ,8300000,Nord Foire, media/annonces/pics/thumbs/2c11916435bbb99116f557524c37f289.jpg ,89,vehicles
3568,KIA FORTE,4000000,Grand Dakar, media/annonces/pics/thumbs/0d6e430873c05267ce26d933deeded8f.jpg ,89,vehicles
3569,CITROËN C4 EXCLUSIVE,4500000,Sacré Coeur, media/annonces/pics/thumbs/9a515f402e0f9fbb54aa1dd860160407.jpg ,89,vehicles
3570,vente de GPS ,10000,Mermoz, media/annonces/pics/thumbs/67cd0c60e86343dbeacc881a550228c6.jpg ,89,vehicles
3571,Nissan Rogue,4500000,Parcelles assainies, media/annonces/pics/thumbs/106e2fa1766bfca80f288df08ba70e5f.jpg ,89,vehicles
3572,Camion trackteur DX Premium,27000000,Dakar, media/annonces/pics/thumbs/798328ef372427d2b1ad3f47766b3920.jpeg ,89,vehicles
3573,Cherche moteur RENAULT DACIA DUSTER  ,9,Almadies, img/nophoto.png ,89,vehicles
3574,Liberty nouveau modèle venant,425000,Hann Bel-Air, media/annonces/pics/thumbs/b7287e20b21e29978f02c680381d8d2a.jpeg ,89,vehicles
3575,Hyundai Accen 2012,4700000,Liberté 6, media/annonces/pics/thumbs/94fe6a1769b8cae6f7ce370dea208a45.jpeg ,89,vehicles
3576,Suziki grand vitara ,2500000,Guédiawaye, media/annonces/pics/thumbs/2911068e61514ef219b051f5448a8c19.jpg ,89,vehicles
3577,Camion trackteur DX Premium,27000000,Dakar, media/annonces/pics/thumbs/0461e2f23c46d78e735e28f0137dba62.jpeg ,89,vehicles
3578,Bmw x5 xdrive,10500000,Liberté 4, media/annonces/pics/thumbs/0b29209721a9625628c3d913a24ce4b0.jpg ,89,vehicles
3579,Liberty 200,500000,Hann Bel-Air, media/annonces/pics/thumbs/9c4bd0ea09a7037227a2f619547b6922.jpeg ,90,vehicles
3580,KIA SPORTAGE 2013,7000000,Gueule tapée, media/annonces/pics/thumbs/d7f2f39adff7ddaf38e73b1ddaa0986b.jpg ,90,vehicles
3581,VENTE VEHICULE TOYOTA PRADO,5000000,Vélingara, media/annonces/pics/thumbs/c12b0d4511916bdb168550d0eec5095d.jpg ,90,vehicles
3582,Subaru legacy limited,35000,Liberté 6, media/annonces/pics/thumbs/cf3f36c6a79591ac9ec54acc4187548c.jpg ,90,vehicles
3583,Hyundai ,4750000,Sicap liberté, media/annonces/pics/thumbs/326d26938898890b1b1bce5bd135382f.jpg ,90,vehicles
3584,Mercedes s350 à vendre,8500000,Almadies, media/annonces/pics/thumbs/1be5f3c0caec7b8e552caa5d5a76484c.jpg ,90,vehicles
3585,bmw 318,1500000,Almadies, media/annonces/pics/thumbs/e783279a1e2b56a57554c2129b158f5f.jpg ,90,vehicles
3586,Citroën C3,2700000,Derklé, media/annonces/pics/thumbs/097b265541552c12c5ae62f293759b2d.jpeg ,90,vehicles
3587,Peugeot 208 excellent état,7500000,Dakar, media/annonces/pics/thumbs/4457b5588897802fbdf300a04dd925bd.jpeg ,90,vehicles
3588,Typhoon 50,160000,Dieuppeul, media/annonces/pics/thumbs/d34a45fa9f1bf4d503332206bed35a70.jpeg ,90,vehicles
3589,Mitsubishi Nativa 2008,3500000,Keur Massar, media/annonces/pics/thumbs/f757de8c79348f16a787edc6438616d0.jpg ,90,vehicles
3590,NISSAN QASHQAI,4000000,Almadies, media/annonces/pics/thumbs/23ca15b37e4932faa8e3c2b18cc9ac9a.jpeg ,90,vehicles
3591,Citroën C3,4300000,Fass, media/annonces/pics/thumbs/2adcb7101effcdd6eb36057570b9605f.jpg ,90,vehicles
3592,Good Deal :ventes de voitures,3000000,Fass, media/annonces/pics/thumbs/eb8bfe1a40c82a6d53817005c62a8612.jpg ,90,vehicles
3593,ADAPTATEUR TRIPLE PRISE ALLUME-CIGARE,3000,Dakar, media/annonces/pics/thumbs/248c47557ca50a536ddadb8eb2b53f72.jpg ,90,vehicles
3594,4 x 4 Renault Dacia Duster à louer,30000,Somone, media/annonces/pics/thumbs/1aa7d676885c15f13d36da9cead952d6.jpg ,90,vehicles
3595,Moto majesty 250 à vendre ,475000,Tivaouane, media/annonces/pics/thumbs/e21a7e1d38d6ceadfad93e6727a0add6.jpeg ,90,vehicles
3596,Clio 2 type 2,1800000,Pikine, media/annonces/pics/thumbs/79037889f49637b04959aa64b096fb64.jpg ,90,vehicles
3597,Ktm 85 sx 2009,450000,Almadies, media/annonces/pics/thumbs/5d1f138dc7e73fa89087dd76cdcb5d2b.jpeg ,90,vehicles
3598,4*4 VOLKSWAGEN TOUAREG occasion à bas prix,4800000,Nord Foire, media/annonces/pics/thumbs/0745d054b3e5a2c7e2fcf90ca1bd04b2.jpg ,90,vehicles
3599,Honda,550000,Sicap liberté, media/annonces/pics/thumbs/daad2771e9b7195750e78ec71db410fe.jpg ,90,vehicles
3600,KIA SPORTAGE 2018,7500000,Ouakam, media/annonces/pics/thumbs/a5f77aa15ee5b529a7a9d7c1a45533dc.jpg ,90,vehicles
3601,location pick up 1200 version intense,40000,Dakar, media/annonces/pics/thumbs/0c913938df6b23302c1e88eaffac2552.jpg ,90,vehicles
3602,Fourgon Man,4100000,Mbour, media/annonces/pics/thumbs/2ad81c0635eba288e205d19bd857a203.jpg ,90,vehicles
3603,Ford  edge sel,8900000,Grand Yoff, media/annonces/pics/thumbs/6122e0e6ff12a3dda93e2af9f79f9a0e.jpg ,90,vehicles
3604,Location de Ford focus,40000,Nord Foire, media/annonces/pics/thumbs/f4610e2a44faba5ea20348be8ba5a2a1.jpg ,90,vehicles
3605,Chevrolet CAMARO à louer,180000,Nord Foire, media/annonces/pics/thumbs/871f0e85bb26bef9be8a776b33af56dd.jpg ,90,vehicles
3606,Je cherche un taxi Scoda ,2200000,Keur Massar, media/annonces/pics/thumbs/76ad31a41b198d5bf58ba98e29fc240c.png ,90,vehicles
3607,Peugeot 308 Sport Full,3500000,Thiès, media/annonces/pics/thumbs/f28672754bcfe365124d3edeaaee6639.jpg ,90,vehicles
3608,Ford Fusion,6800000,Ouest Foire, media/annonces/pics/thumbs/1a4f2002d34a37f4629733bb63bcb44e.jpg ,90,vehicles
3609,Hyundai sonata 2015,7800000,Nord Foire, media/annonces/pics/thumbs/2acea6a9dbab24c867adac48ab473aa7.jpg ,90,vehicles
3610,Moto liberty,220000,Liberté 2, media/annonces/pics/thumbs/f4797087187367d178d286846feb8bd1.jpeg ,90,vehicles
3611,Location véhicules,25000,Amitié, media/annonces/pics/thumbs/1ac9aec248070b20d0d0d3946f417174.jpeg ,90,vehicles
3612,Ford escape 2014,8500000,Nord Foire, media/annonces/pics/thumbs/19bf1dbb84703673012bff64136c88f5.jpg ,90,vehicles
3613,Hyundai tucson en bon état,2800000,Hann Maristes, media/annonces/pics/thumbs/414206b813feb75d67426f27cd0019c0.jpg ,90,vehicles
3614,Ford focus,4800000,Nord Foire, media/annonces/pics/thumbs/94def804fcd86a3a6b2fcd763d652f82.jpg ,91,vehicles
3615,Moto Fly,400000,Liberté 2, media/annonces/pics/thumbs/f9a00d6ebe3a48168c1cac52010565d2.jpeg ,91,vehicles
3616,dacia a vendre,6000000,Rufisque, img/nophoto.png ,91,vehicles
3617,Range rover evoque cabriolet,28000000,Dakar, media/annonces/pics/thumbs/484a43347a82e67e4b9a6fb164032ecd.jpeg ,91,vehicles
3618,Peugeot Partner 2011,4500000,Dakar, media/annonces/pics/thumbs/69d1dbbe915ca25b323a333065cd5196.jpeg ,91,vehicles
3619,Peugeot 3008,5500000,Dakar, media/annonces/pics/thumbs/32252333209a32094be3bf113e66fb0c.jpeg ,91,vehicles
3620,Hyundai ELANTRA Essence 2013,5200000,Grand Yoff, media/annonces/pics/thumbs/13d88088c054181a5292ea693e5d852b.jpg ,91,vehicles
3621,CHEVROLET EQUINOX 2013,5000000,Sacré Coeur, media/annonces/pics/thumbs/20e554c907c91fbaa5fd75febf7885cc.jpg ,91,vehicles
3622,Toyota corola verso ,3000000,Touba, img/nophoto.png ,91,vehicles
3623,Je cherche un TAXI à vendre,1700000,Gueule tapée, media/annonces/pics/thumbs/60d7ff6218861c4b1a6c9a4220ac3add.jpg ,91,vehicles
3624,Peugeot 308,5000000,Dakar, media/annonces/pics/thumbs/1fcec2c5e8cbccd65e5ad5573171e8cc.jpeg ,91,vehicles
3625,KTM 250 SX-F EU de 2011,1800000,Ouakam, media/annonces/pics/thumbs/4d7c874a2559ea96028049f3b78f32f1.png ,91,vehicles
3626,Nissan rogue 2013,8000000,Cité Keur Gorgui, media/annonces/pics/thumbs/cdb7eecc8f5853fc1e1f853281ff62f8.jpg ,91,vehicles
3627,kia cerato 2012,5000000,Dakar, media/annonces/pics/thumbs/18ae43f067d7726798aa69f9dc4fc604.jpg ,91,vehicles
3628,Ford edge 2014,12500000,Dakar, media/annonces/pics/thumbs/46ba101ff2b19e0bf99b107f3c1589ba.jpg ,91,vehicles
3629,Ford Edge limited,12000000,Dakar, media/annonces/pics/thumbs/0a1569d00e958a6b89f101f5704b6716.jpg ,91,vehicles
3630,Ford à vendre,6800000,Dakar, media/annonces/pics/thumbs/600a5330f362c136c057ae7cbdea0628.jpg ,91,vehicles
3631,Cherche ktm 690 smc-r ,1500000,Dakar, img/nophoto.png ,91,vehicles
3632,Chevrolet Equinox 2012,6500000,Dakar, media/annonces/pics/thumbs/67f75f2ec176002cee35564bf6a2db72.jpg ,91,vehicles
3633,Volkswagen crafter,8500000,Dakar, media/annonces/pics/thumbs/3646571ccc2c16f9f3e24d1fcac149a2.jpg ,91,vehicles
3634,Pjt boxer diesel,8500000,Dakar, media/annonces/pics/thumbs/686ca908154b45f09bd45c82750e67fa.jpg ,91,vehicles
3635,Citroen jumper 2014,8000000,Dakar, media/annonces/pics/thumbs/6c0684f91b00f9883557b5eb386f18d5.jpg ,91,vehicles
3636,IVECO DAÏLY,6000000,Dakar, media/annonces/pics/thumbs/59c7f6aceeb3a885743b70ff560c75ae.jpg ,91,vehicles
3637,Citroen Berlingo 2011,3800000,Thiès, media/annonces/pics/thumbs/c5855d310d5c2a8c41defbc17ee80277.jpeg ,91,vehicles
3638,Toyota Camry 2008,3600000,Virage, media/annonces/pics/thumbs/9050f9a12df3f2ecbb3173fb8875891f.jpeg ,91,vehicles
3639,Ford titanium année 2014,7500000,Dakar, media/annonces/pics/thumbs/68b7c27b7a01387c9b9f45018fa65bcc.jpg ,91,vehicles
3640,Ford Focus titanium,6200000,Dakar, media/annonces/pics/thumbs/51d235256d86740a05d5d873d4934523.jpg ,91,vehicles
3641,KIA Sorento 2011,8000000,Dakar, media/annonces/pics/thumbs/d113a43f07c53e97a9369e87a81b7920.jpg ,91,vehicles
3642,Nissan Juke 2012,7500000,Dakar, media/annonces/pics/thumbs/77c3e5e341be759b52d6b44fbf28a4bb.jpg ,91,vehicles
3643,Nissan rogue,6000000,Dakar, img/nophoto.png ,91,vehicles
3644,Ford fusion SE ,6000000,VDN, media/annonces/pics/thumbs/110e4a3e7346efbb691fe618c6adaad8.jpg ,91,vehicles
3645,Ford focus SE 2013,5500000,Dakar, media/annonces/pics/thumbs/929c7e96bf4a144c70bd887c44742d0a.jpg ,91,vehicles
3646,Chevrolet Cruze 2014 en très bon état,6500000,Dakar, media/annonces/pics/thumbs/d17b742ed0353dfab23e8c4077688f3c.jpg ,91,vehicles
3647,Cube attention sl,325000,Sicap liberté, media/annonces/pics/thumbs/3d2a0f8af8dfc8be65343ad921c704b2.jpg ,91,vehicles
3648,Ford Explorer XLT,1200000,Hann Bel-Air, media/annonces/pics/thumbs/21fc96e46510e6959d05808d3d339d59.jpg ,91,vehicles
3649,Toyota rav 4,15000000,Dakar, media/annonces/pics/thumbs/d30c83c2504a464ce9dd3e39a1adff45.jpg ,91,vehicles
3650,HYUNDAI SANTE FE 2018 SPORT,15000000,Ouest Foire, media/annonces/pics/thumbs/e46e3e9fc9f68128792d9517b256064a.jpg ,91,vehicles
3651,"New/Used Outboard Motor engine,Trailers,Minn Kota,Humminbird,Garmin",1000,Cité Batrain, media/annonces/pics/thumbs/94a0b7bfb8c47fee70c8b5a0b26c451c.jpg ,91,vehicles
3652,Ford Focus titanium 2012,6200000,Dakar, media/annonces/pics/thumbs/43ff207c41e430517de2a723832288da.jpg ,91,vehicles
3653,Ford focus sel 2012,5500000,Dakar, media/annonces/pics/thumbs/83fda1387bda92269763248a7e391967.jpg ,92,vehicles
3654,Hyundai tucson 2016,16000000,Dakar, media/annonces/pics/thumbs/1cfba993c1f98ad729b99437a689b048.jpg ,92,vehicles
3655,Chevrolet Equinoxe,10500000,Dakar, media/annonces/pics/thumbs/a1a938c75e7a4686aa34b982d22ddca2.jpg ,92,vehicles
3656,Ford focus,9000000,Dakar, media/annonces/pics/thumbs/ba8d0fdb329199495496d9f14d811a8c.jpg ,92,vehicles
3657,Hyundai Santa,12500000,Dakar, media/annonces/pics/thumbs/afbe30c0cc49a8262c2750e7fd1a1bc6.jpg ,92,vehicles
3658,Ford escape,7000000,Dakar, media/annonces/pics/thumbs/2249dfa3d5f5874e2351bb72ca28c292.jpg ,92,vehicles
3659,Sh 150i à vendre,500000,Hann Maristes, media/annonces/pics/thumbs/a0bb8bb22f1daec571400af98ddd4c73.jpg ,92,vehicles
3660,Moto lifan 125,280000,Parcelles assainies, media/annonces/pics/thumbs/3fc3b28007d579fd53a2f27d1460d878.jpeg ,92,vehicles
3661,Pneu moto scooter,15000,Maristes, media/annonces/pics/thumbs/b084d9101eda0739c2e32ac74461560e.jpg ,92,vehicles
3662,4x4 Chevrolet ,3975000,Hann Maristes, media/annonces/pics/thumbs/8a91ffb7b2591a295c6f5cb329e8b072.jpg ,92,vehicles
3663,Ford escape 2017,15000000,Dakar, media/annonces/pics/thumbs/2fe6ced66b236f29b64e7758080b9040.jpg ,92,vehicles
3664,FORD FIESTA 1.6 TDCI,4000000,Louga, media/annonces/pics/thumbs/ae98cc893f83eeebbb05ba608464b4e8.jpeg ,92,vehicles
3665,2016 bmw s 1000rr,3000000,Dakar, media/annonces/pics/thumbs/54eb87f0ff04f89e0768437cc25520fc.jpg ,92,vehicles
3666,Kia ceed familial Diesel,4000000,Guédiawaye, media/annonces/pics/thumbs/70bde509eba22c1e7df9bd7645ee46fb.jpg ,92,vehicles
3667,Vente de voitures ,11000000,Castors, media/annonces/pics/thumbs/942c30e20f2e1e1057a8efbcd9ef7ba5.jpeg ,92,vehicles
3668,PIAGGIO LIBERTY 4 temps,270000,Ouakam, media/annonces/pics/thumbs/f22c369f15a04ff2be47501496b98660.jpg ,92,vehicles
3669,Mercedes C300,21000000,Dakar, media/annonces/pics/thumbs/347051d9aaeac58d3360d0047a9811bb.jpg ,92,vehicles
3670,Ford Fiesta. Model 2012. Automatique Essence. ,3600000,Hann Maristes, media/annonces/pics/thumbs/6d0eff79d6ab1dac25196c1171d49132.jpeg ,92,vehicles
3671,BMW X3 pack m,14000000,Dakar, media/annonces/pics/thumbs/2995973f9e387a3ec264685523362368.jpg ,92,vehicles
3672,Ford Focus Titanium Model Sport,6000000,Mbao, media/annonces/pics/thumbs/3f742d768d1d817a6e43e1e95b3ab4ff.jpeg ,92,vehicles
3673,Yamaha N MAX,1200000,HLM, media/annonces/pics/thumbs/34d6c8c8a443d078e3623d4a8d5a204e.jpeg ,92,vehicles
3674,Megane Classic,1000000,Castors, media/annonces/pics/thumbs/53e520c8b31b399c3e8d84bda1280b95.jpg ,92,vehicles
3675,Pneus Camions ,1,Keur Massar, media/annonces/pics/thumbs/64778dd3382c809cf6d72f1c4647b500.jpg ,92,vehicles
3676,TOYOTA PRADO PROPRE FULL OPTION  VERSION 2018 ESSENCE,23000000,Liberté 6, media/annonces/pics/thumbs/60876e075ff90a21abbcb8b67d3986eb.jpeg ,92,vehicles
3677,BMW 318,1800000,Almadies, media/annonces/pics/thumbs/3f68f118a29ef509500ab40cb3bf0ad3.jpeg ,92,vehicles
3678,Chevrolet Cruze,5800000,Dakar, media/annonces/pics/thumbs/c6873d04058deddea853723807ca4389.jpg ,92,vehicles
3679,Ford focus titanium,5800000,Dakar, media/annonces/pics/thumbs/80b033a65b0dcfd7fd2f0b95f8f08004.jpg ,92,vehicles
3680,HYUNDAI SANTE FE 2018 SPORT,16000000,Cité Keur Gorgui, img/nophoto.png ,92,vehicles
3681,Ford focus 2012,5800000,Dakar, media/annonces/pics/thumbs/ff0d713e07ce1dfe0801ffa7be7127ac.jpg ,92,vehicles
3682,Hyundai Sonata  2011,6500000,Dakar, media/annonces/pics/thumbs/dbd49c3af9151d894718d622abf963d4.jpg ,92,vehicles
3683,Kawasaki Z1800,3000000,Dakar, media/annonces/pics/thumbs/4fd7cd9c99b66412a0465ad6b052c4dd.jpg ,92,vehicles
3684,Ford Escape ,4100000,Grand Yoff, media/annonces/pics/thumbs/3bebbba6ce86782b7be3eac846a06989.jpeg ,92,vehicles
3685,Ford Focus Titanium Sport 2013,5700000,Mbao, media/annonces/pics/thumbs/610b58e7d1fdbcecd56467216e4e6c65.jpeg ,92,vehicles
3686,Wagon 2 essieux,1700000,Hann Maristes, media/annonces/pics/thumbs/040e0efdd6dedd5f7267eef266fb2380.jpg ,92,vehicles
3687,Autoradio Navigation Wifi FM Radio BT 4.0 HD 1080p Lecteur MP5 Miroir Lien Arrière Caméra,90,Pikine, media/annonces/pics/thumbs/e5dbca38834a836e15d3fe8563200618.jpg ,92,vehicles
3688,Android 8.1 2 Autoradio Navigation GPS,90,Pikine, media/annonces/pics/thumbs/1ca3f407f74d44d3045c21de5f80db1b.jpg ,92,vehicles
3689,Ford Fusion Titanium 2013,8200000,Dakar, media/annonces/pics/thumbs/628d2a5b201cbcd96ee795ab54ec90d5.jpg ,92,vehicles
3690,Hyundai Santa Fe année 2013,12500000,Dakar, media/annonces/pics/thumbs/70d9a6485cca458d758e539418a52f80.jpg ,92,vehicles
3691,Podofo Mini GF-07 GPS,15000,Pikine, media/annonces/pics/thumbs/49acc85a1ada1cd9dff1483e0a0d8d87.jpg ,92,vehicles
3692,Ford fusion année 2013,6200000,Dakar, media/annonces/pics/thumbs/de3ea6bd357f19f077cd8187e6a1a9a0.jpg ,92,vehicles
3693,Bmw essence,22000000,Dakar, media/annonces/pics/thumbs/63ca2c77f13750c3506fb1120400cc2e.jpg ,92,vehicles
