details,price,adress,image_link,page,category
Toyota corolla,2600000,Dakar, media/annonces/pics/thumbs/81abbbc0f02344fd0daecae4585cc629.png ,99,vehicles
Jeep cherokee,800000,Dakar, media/annonces/pics/thumbs/6c7cacd0784b70e7dd10a9779dd137d5.png ,99,vehicles
Kymco agility 125,200000,Parcelles assainies, media/annonces/pics/thumbs/6ec12b987f5a1598ecfbeacab9aecba2.png ,99,vehicles
 Peugeot 208,3500000,Derklé, media/annonces/pics/thumbs/9c46d03d5861ca53e10de8c4c8816389.jpg ,99,vehicles
 Peugeot 407,2250000,Sacré Coeur, media/annonces/pics/thumbs/9acb9819440d1e3833c68e783749cdf5.jpg ,99,vehicles
 Peugeot 308,3900000,Dakar, media/annonces/pics/thumbs/601744c327267e74169ea18adb4812ce.jpg ,99,vehicles
 Peugeot 307,2500000,Plateau, media/annonces/pics/thumbs/c95f12864b22d083bdf02f025315b8f9.jpg ,99,vehicles
 Toyota lexus is250,5300000,Patte d'Oie, media/annonces/pics/thumbs/d657e3831cf0bb8359e37d321faf6468.jpg ,99,vehicles
 Toyota land cruiser,17500000,Hann Maristes, media/annonces/pics/thumbs/01d4b47c9c7b001979990f1667f61e5c.jpg ,99,vehicles
 Ford kuga suv,5800000,Scat Urbam, media/annonces/pics/thumbs/cfb3ffcecaac604c02f1727812a589fb.jpg ,99,vehicles
WANTERR HYUNDAI ELANTRA 2006 AUTOMATIQUE,2400000,Keur Massar, media/annonces/pics/thumbs/475fef5894eb74835ddafa86a63b7637.jpg ,99,vehicles
PEUGEOT 308 AUTOMATIQUE ESSENCE 2008,2800000,Amitié, media/annonces/pics/thumbs/42edacec3d0958c5e37555188457570a.jpg ,99,vehicles
 Ford focus,5700000,VDN, media/annonces/pics/thumbs/88257b6e113e0c85a262cf46a38eff80.jpg ,99,vehicles
 Mercedes ml,12000000,Patte d'Oie, media/annonces/pics/thumbs/d296aa022508391297ebd1abfe867363.jpg ,99,vehicles
 Peugeot 406,2800000,Nord Foire, media/annonces/pics/thumbs/a11fb8ad1e25ac131f3a9f6bcd023556.jpg ,99,vehicles
 Hyundai elantra,2300000,Nord Foire, media/annonces/pics/thumbs/02ab55c7b473ffea594fcb1209b9149f.jpg ,99,vehicles
 Scooter beverly,580000,Plateau, media/annonces/pics/thumbs/7de9e87668579135066bf91fd31d43b0.jpg ,99,vehicles
 Peugeot 308,4100000,Liberté 6, media/annonces/pics/thumbs/64c3ed05d0b17a757c8668fe41e91f49.jpg ,99,vehicles
 Yamaha Tmax DX,3500000,Point E, media/annonces/pics/thumbs/f76dee3759a5d9cc0ca373c346dc7091.jpg ,99,vehicles
 Peugeot 607,1850000,Cité Keur Gorgui, media/annonces/pics/thumbs/5f39b45621dc295019070b360da02a41.jpg ,99,vehicles
 Dacia Logan,3600000,Ouest Foire, media/annonces/pics/thumbs/09ff26c13dbbe1cf2ee6f138545a2610.jpg ,99,vehicles
Malaguty madison 150,450000,Parcelles assainies, media/annonces/pics/thumbs/1283dbe95e48edc5d62e6c67245e3ae3.png ,99,vehicles
Peugeot,2600000,Sacré Coeur, media/annonces/pics/thumbs/80ab5b3661a734f6071a92ad2e537da4.jpg ,99,vehicles
 Peugeot 308,3600000,Yoff, media/annonces/pics/thumbs/0e544acbfefa01d422e5d2c271dd5962.jpg ,99,vehicles
 Mitsubishi année 2015,3500000,Plateau, media/annonces/pics/thumbs/46d7792e3ecadeb04b899d6a6d8ca7ba.jpg ,99,vehicles
 Chrysler c300,4000000,Sacré Coeur, media/annonces/pics/thumbs/5d5556ba11cd533a97dc9333e402f453.jpg ,99,vehicles
 Mercedes benz 190,2800000,Plateau, media/annonces/pics/thumbs/dfb1f467a349d35a0af8bb05d5cc2d2e.jpg ,99,vehicles
Audi,13000000,Plateau, media/annonces/pics/thumbs/c17fca20422c4288b0d5bf589afdb450.jpg ,99,vehicles
 Peugeot 4007,5450000,Cambérène, media/annonces/pics/thumbs/c419931bb60a1eb91d517189abef9643.jpg ,99,vehicles
 Peugeot 307,2800000,Liberté 6, media/annonces/pics/thumbs/ec9b2d91f0961e71ade517eac90af304.jpg ,99,vehicles
 Chrysler sebring cabriolet,6000000,Sacré Coeur, media/annonces/pics/thumbs/b0103031db78be6e0ba730071cba4b16.jpg ,99,vehicles
Peugeot année 2018,5900000,Plateau, media/annonces/pics/thumbs/e96486614125af715669756d2442782d.jpg ,99,vehicles
 Moto tvs,900000,Fass, media/annonces/pics/thumbs/4ccc3b7e264fa17a267e04905c03b0d8.jpg ,100,vehicles
 Mitsubishi l200,7000000,Golf, media/annonces/pics/thumbs/18ee58d18aab335a91b87c0117750e87.jpg ,100,vehicles
 Mitsubishi,5000000,Bambey, media/annonces/pics/thumbs/f9769826e439fc0a65379372919a045e.jpg ,100,vehicles
 Hyundai,5750000,Plateau, media/annonces/pics/thumbs/d4076d0e55e82278c66f41279e63e68b.jpg ,100,vehicles
Casque cross ,25000,Hann Maristes, media/annonces/pics/thumbs/14e646917369b959a60c438d0b6610bb.jpg ,100,vehicles
 Porsche cayenne,11000000,Médina, media/annonces/pics/thumbs/130711bc0e149bb51017157671594256.jpg ,100,vehicles
loue voiture toutes marque à partir de 25 000 cfa,30000,Ouest Foire, media/annonces/pics/thumbs/238760a28f9060a5d01fcf5ecd260e2a.png ,100,vehicles
 Fiat freemont,3900000,VDN, media/annonces/pics/thumbs/230cea520dd7c5601813b6deaed32ff4.jpg ,100,vehicles
 Mini cooper,12000000,Hann Maristes, media/annonces/pics/thumbs/6fbe3024928d40d8b569fc077044776c.jpg ,100,vehicles
 Land rover Evoque,12000000,Saly, media/annonces/pics/thumbs/b236766400eb079ca5499944034c6e1c.jpg ,100,vehicles
 Peugeot 307,2700000,Sacré Coeur, media/annonces/pics/thumbs/2d824bd7a8ec8a28949b80112a3f860f.jpg ,100,vehicles
 Toyota rav 4,7000000,Ngor, media/annonces/pics/thumbs/58384911c470d7a6436fa965736c3b42.jpg ,100,vehicles
 Nissan sentra,4700000,Sacré Coeur, media/annonces/pics/thumbs/c57b3e5971e1989e0f485ef5d8c82aab.jpg ,100,vehicles
 Toyota prado,35000000,Sacré Coeur, media/annonces/pics/thumbs/f51ac1f8cb6d1b4c8355d949f669ce30.jpg ,100,vehicles
 Pare brise,35000,Plateau, media/annonces/pics/thumbs/8c4d8a5991153baac9dc0a2b81ad9a27.jpg ,100,vehicles
 Trottinette électrique xiaomi,275000,Plateau, media/annonces/pics/thumbs/71628d13540309629f1ab375482022d0.jpg ,100,vehicles
 Chrysler sebring,2000000,Cité Keur Gorgui, media/annonces/pics/thumbs/8b53d0be3df21f06171e014dc326d1b2.jpg ,100,vehicles
 Casque de moto,40000,Plateau, media/annonces/pics/thumbs/9a9351e9207e324d01d59736ed94efdd.jpg ,100,vehicles
 Kawasaki z800,2000000,Parcelles assainies, media/annonces/pics/thumbs/a3e0021923a3d1d57ec389f1292146f0.jpg ,100,vehicles
 Renault fluence,4100000,Plateau, media/annonces/pics/thumbs/4205cd8107aac3c57fe38e2860e45779.jpg ,100,vehicles
 Suzuki burgman 200 injection,550000,Golf, media/annonces/pics/thumbs/e52140ef7f045d93a161351415fb28aa.jpg ,100,vehicles
 Trottinette électrique,70000,Plateau, media/annonces/pics/thumbs/14f99aff099710cf336f67187481f091.jpg ,100,vehicles
 Suzuki vitara,14000000,Sacré Coeur, media/annonces/pics/thumbs/5fe19cbeffa2bb415ebd499e04b9982d.jpg ,100,vehicles
 renault Trafic,2500000,Nord Foire, media/annonces/pics/thumbs/9629365586708cbf06e3fd2253aa72ae.jpg ,100,vehicles
 Toyota hilux,12000000,Parcelles assainies, media/annonces/pics/thumbs/2f5527a8753b605ab87bdb5ce17e61d3.jpg ,100,vehicles
 Suzuki grand vitara,3500000,Sacré Coeur, media/annonces/pics/thumbs/dcda7adc62f38cdd5eedde5bc4574d6a.jpg ,100,vehicles
 Bateaux pêche,10000000,Djilor , media/annonces/pics/thumbs/a9a6358ee880e8d1f2d5af259f85dfec.jpg ,100,vehicles
 Scooter suzuki,300000,Plateau, media/annonces/pics/thumbs/f2334c59b04bcf5e91bc06ce386de6b2.jpg ,100,vehicles
 Renault mégane scenic,1500000,Plateau, media/annonces/pics/thumbs/1173cd0dbda1540a127431f4fad88b94.jpg ,100,vehicles
Dacia sandero 2013,3800000,Diamalaye, media/annonces/pics/thumbs/be2371d2c72d74efbf151effcdae7e7f.jpeg ,100,vehicles
 Honda sh 300i,800000,Plateau, media/annonces/pics/thumbs/ea366d76313a32d692522b00655b878c.jpg ,100,vehicles
 Yamaha xcity 250,500000,Plateau, media/annonces/pics/thumbs/ab9b3f44b971dc254016655eebc73b9a.jpg ,100,vehicles
 Bateaux capelli onyx 17,10000000,Hann Bel-Air, media/annonces/pics/thumbs/f8860c9f27d189d380bb551545c15427.jpg ,100,vehicles
 Honda integra,1500000,Plateau, media/annonces/pics/thumbs/538e2044e5856b1db99b8c39ef5b8467.jpg ,100,vehicles
 Toyota corolla verso,4450000,Plateau, media/annonces/pics/thumbs/7426318ea866bf16ae39ad0eac3638ae.jpg ,100,vehicles
 Machine de lavage voiture,80000,Plateau, media/annonces/pics/thumbs/195aea120e1c97182d1ae1f56c9048f1.jpg ,100,vehicles
 Taxi r21 break,3150000,HLM, media/annonces/pics/thumbs/262d629a9143f2cca13b4764f2713e69.jpg ,100,vehicles
Volkswagen Golf 2.0,3500000,Plateau, media/annonces/pics/thumbs/fd561bc2cee7875441b4268cc6aece52.jpg ,100,vehicles
 Buick enclave,8000000,Mermoz, media/annonces/pics/thumbs/dbef39daf676817dab7b54888705cf89.jpg ,100,vehicles
Transmetteur fm bluetooth voiture,8000,Plateau, media/annonces/pics/thumbs/92c617edcaa7e418d609ea5808048b38.jpg ,100,vehicles
Kia ecoboost ,2400000,Mermoz, media/annonces/pics/thumbs/2647b1100ea7458e0b81864415867604.jpg ,100,vehicles
 Mercedes b170,2700000,Cité Batrain, media/annonces/pics/thumbs/9a2f353c3b2e643a46cb145a7d3359d1.jpg ,101,vehicles
 Ktm duke 125,1580000,Fann, media/annonces/pics/thumbs/329e217f128e284cb3a3870cefd3585b.jpg ,101,vehicles
 Peugeot 307,2900000,Patte d'Oie, media/annonces/pics/thumbs/76258256e4d53d4c24ebd37e6be08ada.jpg ,101,vehicles
 Dacia sandero,2700000,HLM, media/annonces/pics/thumbs/ebffd3ccbc9de6e472bb89b41641a4b8.jpg ,101,vehicles
 Garmin gpsmap 64s,225000,Médina, media/annonces/pics/thumbs/44e466ee712d1be4b19e7715a56feee2.jpg ,101,vehicles
 Peugeot 308,4500000,Plateau, media/annonces/pics/thumbs/6cdecb6a802512492b7438ed0213f58e.jpg ,101,vehicles
Nissan Rogue,3200000,Plateau, media/annonces/pics/thumbs/c25b336999596d5427d03ecf6baceb9f.jpg ,101,vehicles
 Table à manger,55000,Plateau, media/annonces/pics/thumbs/e1382aa022f0c5c38bb0532613965eaf.jpg ,101,vehicles
 Hyundai Tucson,5500000,Plateau, media/annonces/pics/thumbs/546a4b8e60f274e7efd248a4e9c86380.jpg ,101,vehicles
  Ford Mustang  ,10300000,Plateau, media/annonces/pics/thumbs/850e167b26a069cc2435ab65c3b9cd46.jpg ,101,vehicles
 Toyota hilux 4×4,6300000,Plateau, media/annonces/pics/thumbs/106b836eb9c7fb0f7ddf0a02998d0cc7.jpg ,101,vehicles
 Jeep,14200000,Plateau, media/annonces/pics/thumbs/93d632038f473509edb17204cf282191.jpg ,101,vehicles
 Mercedes ml,5300000,Plateau, media/annonces/pics/thumbs/631d6ecc5713b9bf1ff6c138db84df77.jpg ,101,vehicles
 Toyota prado,35000000,Plateau, media/annonces/pics/thumbs/dbf370561c826b639721f44393c6d8cf.jpg ,101,vehicles
Mazda 3,3500000,Plateau, media/annonces/pics/thumbs/452db106d96931e057647bf796132671.jpg ,101,vehicles
Pare-soleil anti éblouissant phares & soleil,25000,Plateau, media/annonces/pics/thumbs/a216c1f92c7c37a0593af931238819a3.jpg ,101,vehicles
Toyota avensis ,3950000,Plateau, media/annonces/pics/thumbs/fb3984b2cf5cfa02e60db42052d7ba38.jpg ,101,vehicles
 Mercedes e220,8500000,Plateau, media/annonces/pics/thumbs/263a070f8c40be6b105e5a6cfd1ad471.jpg ,101,vehicles
 Peugeot 406,2100000,Plateau, media/annonces/pics/thumbs/1c1f3fd6d1db2f37b4d24a90d10cd0e5.jpg ,101,vehicles
 Tmax 500,850000,Plateau, media/annonces/pics/thumbs/d5bb0b40393c5d360e6490fe5706f515.jpg ,101,vehicles
 Toyota sequoia v8 a louer,100000,Plateau, media/annonces/pics/thumbs/516fe4d4d1e6c03dbbf60241d5bbeeaa.jpg ,101,vehicles
 Land cruiser v8,10000000,Plateau, media/annonces/pics/thumbs/4c2593626c97fae0cec186e113cc8c96.jpg ,101,vehicles
 Hummer h2,10000000,Plateau, media/annonces/pics/thumbs/24c655fa50cea2b87c1fd2d53bbf75d4.jpg ,101,vehicles
 Mercedes b170,2700000,Plateau, media/annonces/pics/thumbs/dce4ae93b639baeab1c1fdef08f04df1.jpg ,101,vehicles
 Audi a4,7200000,Plateau, media/annonces/pics/thumbs/c83af061088b174841d6d97f0295d348.jpg ,101,vehicles
 Minicar fiat,9000000,Plateau, media/annonces/pics/thumbs/768fe21d014b022202a0d6a5f2591978.jpg ,101,vehicles
 Dodge caliber,2500000,Plateau, media/annonces/pics/thumbs/500b33bf34e08e6e31ae0a3ae3640197.jpg ,101,vehicles
 Golf 6+,3500000,Plateau, media/annonces/pics/thumbs/bb0e4c7b3911c98d53f2fa0a47ec8acb.jpg ,101,vehicles
 Bmw e46,2000000,Plateau, media/annonces/pics/thumbs/001d8c5aac9b75debce28bba5632c3d4.jpg ,101,vehicles
 Mercedes cia,20000000,Plateau, media/annonces/pics/thumbs/3e86484440b007ac1e006a2332f1e138.jpg ,101,vehicles
Moto SH,1100000,Plateau, media/annonces/pics/thumbs/f44b671943880a06c33be135510dce70.jpg ,101,vehicles
 Golf 2,950000,Plateau, media/annonces/pics/thumbs/a63f3113e6195040ae44eaec66c86a94.jpg ,101,vehicles
 Kia forte,4300000,Plateau, media/annonces/pics/thumbs/aa530e444e89c56fdc1b0b432e072d88.jpg ,101,vehicles
 Ford escape,8550000,Plateau, media/annonces/pics/thumbs/e40f15620d1c6e75e5bf2069a549e55b.jpg ,101,vehicles
 Appareils de diagnostic elm327,30000,Plateau, media/annonces/pics/thumbs/c2c548e83043770b7acf23fb44829313.jpg ,101,vehicles
 Aspirateur - souffleur pour auto 12v,49500,Plateau, media/annonces/pics/thumbs/cf91fd2643b475bb805da08859f34b66.jpg ,101,vehicles
 Renault tracer,22500000,Plateau, media/annonces/pics/thumbs/6ffb1209d2b27fb4abea9f4eb11adc93.jpg ,101,vehicles
 Fourgonnette renault master,3000000,Plateau, media/annonces/pics/thumbs/ac3c904086baff9e76d29cecdf520069.jpg ,101,vehicles
 Honda nc750x,2700000,Plateau, media/annonces/pics/thumbs/63b066899aa073a68914bba6510bd25d.jpg ,101,vehicles
 Kawasaki z750,1650000,Plateau, media/annonces/pics/thumbs/25840daef2521cb415e39667e1f0af39.jpg ,101,vehicles
 Audi a5,13500000,Plateau, media/annonces/pics/thumbs/20a7781107fa710e287f18d46aa07c4e.jpg ,101,vehicles
 Toyota rav 4,13800000,Plateau, media/annonces/pics/thumbs/bf88df3b973bbf47172106b087421ec8.jpg ,102,vehicles
 Audi q5,12500000,Plateau, media/annonces/pics/thumbs/c9cd7e1d9cccbefabbc1857188d6c520.jpg ,102,vehicles
Chevrolet cruze,4600000,Plateau, media/annonces/pics/thumbs/851d68657fad56357abd6af3ca014215.jpg ,102,vehicles
 Scooter sh,500000,Plateau, media/annonces/pics/thumbs/a6c80b50dc4f316e108b369d4184af01.jpg ,102,vehicles
Vélos,40000,Plateau, media/annonces/pics/thumbs/dcab724c4d96b90cb242d31583f32cee.jpg ,102,vehicles
 Mercedes benz classe b,1500000,Plateau, media/annonces/pics/thumbs/ff90a43f69692dbb8aa2671cd51c681e.jpg ,102,vehicles
 Audi A4,7200000,Plateau, media/annonces/pics/thumbs/db62a639b7549e94c0378d081c37c78f.jpg ,102,vehicles
 Kia sportage,7950000,Plateau, media/annonces/pics/thumbs/b3a7f03c3a6c6de9c33c53a98073fc9a.jpg ,102,vehicles
 Dacia sandero,3200000,Plateau, media/annonces/pics/thumbs/f65c0c1c396973efa815cb8210c80394.jpg ,102,vehicles
 Mercedes GL 450,18500000,Plateau, media/annonces/pics/thumbs/ae37f9ea099ea30a20a5aacd0cec8fc8.jpg ,102,vehicles
 Mazda 3,5000000,Plateau, media/annonces/pics/thumbs/1cd0d3c1f7892ccb95e49df5a2b91380.jpg ,102,vehicles
 Dacia duster,5500000,Plateau, media/annonces/pics/thumbs/9998354324fcc49f1106d6a5def33b87.jpg ,102,vehicles
 Renault clio 3,2800000,Plateau, media/annonces/pics/thumbs/b1225d44762b9ff1d827aafb6271723d.jpg ,102,vehicles
Bmw,11000000,Plateau, media/annonces/pics/thumbs/a2e9f4d4830ae723cce4f1de23ee02b7.jpg ,102,vehicles
Bmw,5800000,Plateau, media/annonces/pics/thumbs/ae548b607b0bcd1038ee5e8d62536e81.jpg ,102,vehicles
MINI BUS TOYOTA DIESEL 2008 17 PLACES,9000000,Plateau, media/annonces/pics/thumbs/6a9c59549404f2919ca2c37455e148b1.jpg ,102,vehicles
FORD FIESTA 2011 AUTOMATIQUE ESSENCE,3600000,Plateau, media/annonces/pics/thumbs/3c43a24c241a5227300c37a9862e703a.jpg ,102,vehicles
 Toyota land cruiser,5000000,Plateau, media/annonces/pics/thumbs/82f59968aa91bbc328aa1bd839ea4660.jpg ,102,vehicles
 Nissan qashqai,7000000,Plateau, media/annonces/pics/thumbs/ff41d646f5d62802e3e8ba32a757e9df.jpg ,102,vehicles
 Moto scooter ,500000,Plateau, media/annonces/pics/thumbs/3c669aef26a7bb4b2dc043e147ec82f0.jpg ,102,vehicles
 Jeep cherokee,13500000,Plateau, media/annonces/pics/thumbs/e8014f970534bf568d744fc6dda3b156.jpg ,102,vehicles
 Liberty injection,325000,Plateau, media/annonces/pics/thumbs/80c4464529e043f8003e1ceeb35c051b.jpg ,102,vehicles
 Peugeot 206 +,2500000,Plateau, media/annonces/pics/thumbs/71606c4858a24e04ebc18bf78bd9d983.jpg ,102,vehicles
 Mercedes sprinter,13000000,Plateau, media/annonces/pics/thumbs/082290e43a885a101bbd39a036b68089.jpg ,102,vehicles
 Tmax 530,1400000,Plateau, media/annonces/pics/thumbs/885768015c7fa833af629015df2ae187.jpg ,102,vehicles
 Toyota rav 4,6500000,Plateau, media/annonces/pics/thumbs/8e9303883401ccffd183bd87986b31bd.jpg ,102,vehicles
 Camion renault,13000000,Plateau, media/annonces/pics/thumbs/945e7bad6a576731fb6a2c062c090711.jpg ,102,vehicles
Peugeot 205,1500000,Plateau, media/annonces/pics/thumbs/4a126cb50c8470082c6dbfb15cfa23d4.jpg ,102,vehicles
 Polo cross volkswagen,4700000,Plateau, media/annonces/pics/thumbs/c22861b3a85d481ea14d91ed0084aac7.jpg ,102,vehicles
 Moto bmw gs 1200,4250000,Plateau, media/annonces/pics/thumbs/9a972f46c814e79972f834879a768275.jpg ,102,vehicles
Hyundai i10,2500000,Plateau, media/annonces/pics/thumbs/ed0d1319e92afef12bc88e497677a438.jpg ,102,vehicles
BMW gs 1200,3500000,Plateau, media/annonces/pics/thumbs/12e95530b56af38518e64ee07d771534.jpg ,102,vehicles
 Volkswagen amarok,15000000,Plateau, media/annonces/pics/thumbs/77d751c9465695440a5098ab724c6e4d.jpg ,102,vehicles
 Range rover sport,45000000,Plateau, media/annonces/pics/thumbs/0dc3763b38edea2d0918ec8ea2782616.jpg ,102,vehicles
 Hyundai elantra,5700000,Plateau, media/annonces/pics/thumbs/18a60a34696e285c1d5d9426efdb715b.jpg ,102,vehicles
 Citroen c4,3100000,Plateau, media/annonces/pics/thumbs/392ec0f1dab31a630022288d1657d7a8.jpg ,102,vehicles
 Fourgon toyota hiace,4600000,Plateau, media/annonces/pics/thumbs/ad010f7a3165008ad8cb1e630e01c5f2.jpg ,102,vehicles
Dacia Logan,2200000,Plateau, media/annonces/pics/thumbs/f74e3b5765302608ff135510ce2ee676.jpg ,102,vehicles
 Toyota avensis,6300000,Plateau, media/annonces/pics/thumbs/c5f4cf26034e50a9f671d1589fdc95f9.jpg ,102,vehicles
 Moto apache,400000,Plateau, media/annonces/pics/thumbs/9e42d1d896c5933244a1b2d07e28c70c.jpg ,102,vehicles
bmw 535 i gt blanche,18000000,Plateau, media/annonces/pics/thumbs/73f7895853cceeef761f0016f3228ca7.jpg ,102,vehicles
 Moto zip piaggio,200000,Plateau, media/annonces/pics/thumbs/4189bc89fdb8b7c50a516e350a44ab7b.jpg ,102,vehicles
 Audi q5 2012,13200000,Plateau, media/annonces/pics/thumbs/e17e5224edef6006cee9622ff513c9ce.jpg ,103,vehicles
Yamaha MT 07,3800000,Plateau, media/annonces/pics/thumbs/1592e23f45fd8bac0d5329265a49f43b.jpg ,103,vehicles
 Moto djakarta,250000,Plateau, media/annonces/pics/thumbs/8f4bfb0e6da657d81393b7db56f790be.jpg ,103,vehicles
 Bateau de pêche,10000000,Plateau, media/annonces/pics/thumbs/696c3524736c895079b0cdc3e26fd577.jpg ,103,vehicles
Moto,550000,Plateau, media/annonces/pics/thumbs/e0ec05eadee07a25f07e51acacfaa496.jpg ,103,vehicles
Toyota camry 2013,8600000,Plateau, media/annonces/pics/thumbs/e19c3fa07cd8326777704eddd1dfef52.jpg ,103,vehicles
Mercedes gl450 4matic,28000000,Plateau, media/annonces/pics/thumbs/63f8f62f37d7674ef153f1b450f18998.jpg ,103,vehicles
 Moto enduro bmw,2000000,Plateau, media/annonces/pics/thumbs/f047d366eccecc75264707856bf1c41f.jpg ,103,vehicles
 Bmw x5,12500000,Plateau, media/annonces/pics/thumbs/f82b6626a575930caa1b6d791a03e8f2.jpg ,103,vehicles
Clio ,4500000,Plateau, media/annonces/pics/thumbs/b37fe1d1371f29a24979dcf1a4e8b420.jpg ,103,vehicles
 Ford fusion titanium,8300000,Plateau, media/annonces/pics/thumbs/4b8c9893de03407d3ebbb8cb3753cdc4.jpg ,103,vehicles
 Kia sportage,10000,Plateau, media/annonces/pics/thumbs/3bf2d828e3c067db27499c95c7959d7e.jpg ,103,vehicles
 Citroën c 4 picasso,2700000,Plateau, media/annonces/pics/thumbs/0e69dc1a187d27c9c5c8371504cd21dc.jpg ,103,vehicles
Moto  Xc 300,700000,Plateau, media/annonces/pics/thumbs/37cb84ea3e4c6ea71cc403457f5fe559.jpg ,103,vehicles
 Renault kangoo,3500000,Plateau, media/annonces/pics/thumbs/92b993fafb647ff5cd1f56f9ccf97999.jpg ,103,vehicles
Chrysler,2600000,Plateau, media/annonces/pics/thumbs/21ddfa15d701e4c778bb215219baa4b2.png ,103,vehicles
 Renault megane,1700000,Plateau, media/annonces/pics/thumbs/864cdb220e67c7e9935d64eed29ff5bd.jpg ,103,vehicles
 Renault scenic III,3500000,Plateau, media/annonces/pics/thumbs/e6b24d5995aaf7f57c2ac7ce86ae822b.jpg ,103,vehicles
Moteur renault,220000,Plateau, media/annonces/pics/thumbs/bf5edac80066b31245bea5a06d02311a.jpg ,103,vehicles
 Renault trafic,5000000,Plateau, media/annonces/pics/thumbs/aa62a883f24de0e56aeb73936e4e39b7.jpg ,103,vehicles
 Renault mégane,4700000,Plateau, media/annonces/pics/thumbs/49960a07654657423f371c4b4b33c5d2.jpg ,103,vehicles
 Renault stepway II,500000,Plateau, media/annonces/pics/thumbs/200a304e1d50e51facc1985305008b00.jpg ,103,vehicles
 Vélo + casque,85000,Plateau, media/annonces/pics/thumbs/75dcb276ffd53cfcaca24b66b2e93b5f.jpg ,103,vehicles
 Chevrolet equinox,7500000,Plateau, media/annonces/pics/thumbs/8bc7ae9fc099dad39ebec8cda934fbe0.jpg ,103,vehicles
 Hyundai ix35,8200000,Plateau, media/annonces/pics/thumbs/1f1ae0d4d709b07532f6bd63f5dcbb78.jpg ,103,vehicles
 Renault clio 4 gt,7000000,Plateau, media/annonces/pics/thumbs/2976be45faaab4d5910b239adfbc32ae.jpg ,103,vehicles
 Ford focus,4300000,Plateau, media/annonces/pics/thumbs/b51d153c5a947dac7f18ea38449b68ec.jpg ,103,vehicles
 Renault megane z,2500000,Plateau, media/annonces/pics/thumbs/ccab069581af3a96e28c8ce636cb3a3b.jpg ,103,vehicles
 Motocyclettes et tricycles,350000,Plateau, media/annonces/pics/thumbs/5b5212ae986193b7588676e144165006.jpg ,103,vehicles
 Location camion,80000,Plateau, media/annonces/pics/thumbs/ae21fd3c671aae4fd93b8a731da14630.jpg ,103,vehicles
Camion,6500000,Plateau, media/annonces/pics/thumbs/12fcd72b7a43d38f8c08b4aa0c881a99.jpg ,103,vehicles
 Kia sportage,6200000,Plateau, media/annonces/pics/thumbs/20baac0845affb3bac90843273d7806b.jpg ,103,vehicles
Scooter,420000,Plateau, media/annonces/pics/thumbs/fb9437845d1d47458b27080e799c51c2.jpg ,103,vehicles
 Peugeot 307,2300000,Plateau, media/annonces/pics/thumbs/4b64dfe738508b4850b8143c5102b154.jpg ,103,vehicles
BACHE DE PROTECTION AUTO,13000,Plateau, media/annonces/pics/thumbs/ee88309a454379c87d74e8bb5dc17f63.jpg ,103,vehicles
HOUSE DE PROTECTION MOTO,10000,Plateau, media/annonces/pics/thumbs/e15b207c39c0e9c87a7f37aa633246ba.jpg ,103,vehicles
Opel astra,2300000,Plateau, media/annonces/pics/thumbs/4dab88529b99fffa511eef0060d400cf.jpg ,103,vehicles
Peugeot 407 Essence ,2300000,Plateau, media/annonces/pics/thumbs/f4b89a758ea0d1ed321f853b60426fa9.jpg ,103,vehicles
 Casque pour scooter,35000,Plateau, media/annonces/pics/thumbs/571eb62410d0b608149cb5ab457546ec.jpg ,103,vehicles
 Porsche cayenne,35000000,Plateau, media/annonces/pics/thumbs/6258b8067031c8af777b095b9eff99d8.jpg ,103,vehicles
 Ford escape 2013,9500000,Plateau, media/annonces/pics/thumbs/a46433b621dc461431a106ac99f712b8.jpg ,104,vehicles
