web-scraper-order,web-scraper-start-url,details,prix,adresse,image-lien-src
"1706123930-513","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 8 simple 64 go","180 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/f173233473011302bbe515851045686c.jpeg"
"1706123930-514","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone Xmax","245 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/07775a9d13c89a95cf3274e64e3c7212.jpeg"
"1706123930-515","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 7 Plus 128 go tout neuf","220 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/2d9796e9ee955e2db48c2905e2df59c8.png"
"1706123930-516","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Smartphone iPhone","180 000 FCFA","Point E","media/annonces/pics/thumbs/9123b9979149bd35ddbb61f801507eb5.jpeg"
"1706123930-517","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 8 Plus 256 go","290 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/07c6cd45d0f4aaccca3d91726bf15e90.png"
"1706123930-518","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","INVENS V3 plus","39 000 FCFA","Plateau","media/annonces/pics/thumbs/cf206bcc04cfe46498a86a72cfd53ee3.jpg"
"1706123930-519","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 11 pro max 256 gb","600 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/02c5107626f7c740f9eea32ab2b3843d.png"
"1706123930-520","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 8 Plus 128 go","230 000 FCFA","Sicap liberté","media/annonces/pics/thumbs/181889921e247958d030b710710547e8.png"
"1706123930-521","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone X 64 go","310 000 FCFA","Sicap liberté","media/annonces/pics/thumbs/8719090bc70e39bfd7227c97d6c1b889.png"
"1706123930-522","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Chargeur iPhone","10 000 FCFA","Point E","media/annonces/pics/thumbs/8fe3e20c2d6312c37ddcef36565fb2d9.jpg"
"1706123930-523","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone X 64Go","280 000 FCFA","Keur Massar","media/annonces/pics/thumbs/f5594ba6cba37451ca33659d5bb91fa3.jpeg"
"1706123930-524","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Téléphones Tecno","70 000 FCFA","Point E","media/annonces/pics/thumbs/f9a5fab38ff571b4946274f4eb441ed3.jpg"
"1706123930-525","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone","180 000 FCFA","Dakar","media/annonces/pics/thumbs/4f2780678e915ca9918cc229560e7b7a.jpeg"
"1706123930-526","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","INVENS Max 8","45 000 FCFA","Plateau","media/annonces/pics/thumbs/bbe7c9600d3e7150f4b0a961a29c73b3.jpg"
"1706123930-527","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iphone 6s","115 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/0b0a93bc24b24db85f2bb26f75bc6a34.jpg"
"1706123930-528","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iphone 7","150 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/bc5f54063986a1ea0cc3324fa8115976.jpg"
"1706123930-529","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iphone x","315 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/f5b815d40adcabe775cea495bd0ef481.jpg"
"1706123930-530","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iphone 7  128 giga","230 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/925ef746122b8bfed434686e880891fb.jpg"
"1706123930-531","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 6s 16GO Etat presque neuf","100 000 FCFA","Patte d'Oie","media/annonces/pics/thumbs/679a28b5185508be78ffe52d7d39cbf9.jpeg"
"1706123930-532","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","INVENS Max 8","45 000 FCFA","Plateau","media/annonces/pics/thumbs/a4119ae52cc5fba46dc0896d592604b5.jpg"
"1706123930-533","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 6s Plus 64g","130 000 FCFA","Guédiawaye","media/annonces/pics/thumbs/d25ee1b91ed7c598e67f343ddbfbc1b0.jpeg"
"1706123938-534","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","INVENS Max 9","46 000 FCFA","Plateau","media/annonces/pics/thumbs/f4635b05dc7acc609b93aaa96585eccb.jpg"
"1706123938-535","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone xmax 256 giga","400 000 FCFA","Dakar","media/annonces/pics/thumbs/1d66c65b1d81aee0bbd322054a76f1ee.jpeg"
"1706123938-536","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","P30 Lite Nouvelle édition","170 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/837b5dc087b222411cfe04eb5afe840a.jpg"
"1706123938-537","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Huawei Nova 5T","230 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/04b760ec3729fcfd0c5c1d1750aa740b.jpg"
"1706123938-538","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Huawei P30 PRO 256 Giga","445 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/5b0ee53fb0e1f6cbe26773daa55cdb29.jpg"
"1706123938-539","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","INVENS K1","49 000 FCFA","Plateau","media/annonces/pics/thumbs/d75ae33b93e2081ae14c7b65a26f2999.jpg"
"1706123938-540","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Galaxy A21s","","Dieuppeul","media/annonces/pics/thumbs/a16e28bb2f34a24b85c52bcde1db7d84.jpg"
"1706123938-541","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone6s plus 64go Occasion","135 000 FCFA","Hann Bel-Air","media/annonces/pics/thumbs/4268e3a6f7472ce189721772dcd60a60.jpeg"
"1706123938-542","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iphone 6s","130 000 FCFA","Keur Massar","media/annonces/pics/thumbs/704d0dd3abaa97935370d44d83dd6b65.jpeg"
"1706123938-543","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Smart Watch","16 000 FCFA","Plateau","media/annonces/pics/thumbs/6cb76fa9e8eb5f38977ac78de2f1d11d.jpg"
"1706123938-544","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Tecno Camon 15","110 000 FCFA","Point E","media/annonces/pics/thumbs/3baea6288146c7d921352e3e0b26a513.jpeg"
"1706123938-545","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 8plus 64Go","243 000 FCFA","Médina","media/annonces/pics/thumbs/5b41a855b6e0770e32fd5650b8d740db.jpeg"
"1706123938-546","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Apple iPhone 8 plus 128/256Go","240 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/65b2a979e1ffcbaaff70d84ed7fcaafc.jpeg"
"1706123938-547","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Apple iPhone 11 pro","400 FCFA","Médina Yoro Foulah","media/annonces/pics/thumbs/0fab946796f148f4a1c012ed929dd4e7.jpg"
"1706123938-548","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Apple Watch Series 4","200 000 FCFA","Plateau","media/annonces/pics/thumbs/7ce011a9e17443149f07385aa62b7bae.jpg"
"1706123938-549","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Tecno Camon 15","110 000 FCFA","Point E","media/annonces/pics/thumbs/ecc07aa99fcbef9ee90ffe1a96a9ce75.jpeg"
"1706123938-550","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 11 pro max 64 gb","875 000 FCFA","Plateau","media/annonces/pics/thumbs/67f764d5c6159d3f410d719025e2a467.jpg"
"1706123938-551","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Galaxy Fold","1 250 000 FCFA","Plateau","media/annonces/pics/thumbs/7734a8a410e93ea387b350f25a3f5736.png"
"1706123938-552","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone X 64 go quasi-neuf","300 000 FCFA","Bene Tally","media/annonces/pics/thumbs/fe13356c5e31b0b995d9293ee57ae0bc.jpeg"
"1706123938-553","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7 Plus 32 go","190 000 FCFA","Bene Tally","media/annonces/pics/thumbs/5d67caa9381b41ede6b7818d60d93d0e.jpeg"
"1706123938-554","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung on7","50 000 FCFA","Thiaroye","media/annonces/pics/thumbs/0e5b5bf5bf0579726bc8cbf97bd919ff.jpg"
"1706123938-555","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Note 10","400 000 FCFA","Dakar","media/annonces/pics/thumbs/fbfc539e0edc25ecb03b57994f03a9fe.jpg"
"1706123938-556","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung S20 ultra","650 000 FCFA","Plateau","media/annonces/pics/thumbs/e08a35b5e7718bc47a4267b8bffc6c7e.png"
"1706123938-557","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Application FILM et Série Et TV","5 FCFA","Guédiawaye","media/annonces/pics/thumbs/0984e3724972b77d8fa54ebd29579c1f.jpeg"
"1706123938-558","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone X 64Go","290 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/a0f393ba91c443ec1258903167169798.jpeg"
"1706123938-559","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Note 10 et buds+","450 000 FCFA","Plateau","img/nophoto.png"
"1706123938-560","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7plus 32Go et 128Go","210 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/f4570ca14a5b37aa164463b27e199cad.png"
"1706123938-561","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 7 plus 128Go","195 000 FCFA","Hann Maristes","media/annonces/pics/thumbs/a855130cba51465a30eb5f57bd120b03.jpeg"
"1706123938-562","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 6 16Go venant","75 000 FCFA","Hann Maristes","media/annonces/pics/thumbs/799aef3c4cb27b7e60cece55a0c170f5.jpeg"
"1706123938-563","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 6s plus 64go","135 000 FCFA","Hann Maristes","media/annonces/pics/thumbs/822eeb825e4d4571738dd8c6cc2087fe.jpeg"
"1706123938-564","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 7 simple 128Go","135 000 FCFA","Hann Maristes","media/annonces/pics/thumbs/178453e90a274f52ef7c091137f8c82b.jpeg"
"1706123938-565","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7+ 128Go","200 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/faee351adce2366b746c2f696931f981.jpeg"
"1706123938-566","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","IPhone XS 64Go","350 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/93c47cf32fe6c22479c0f3795a2f858b.jpeg"
"1706123938-567","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Note 9","","Plateau","media/annonces/pics/thumbs/c7697c42dcb3594843ecc99b42b6fe62.jpg"
"1706123938-568","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 7plus 32Go venant des USA","180 000 FCFA","HLM","media/annonces/pics/thumbs/5832b9078e4529fa9c41964840ebc870.jpeg"
"1706123938-569","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","INVENS Max 3","40 000 FCFA","Plateau","media/annonces/pics/thumbs/c7b675c96696977e081b8c832ec29539.jpg"
"1706123938-570","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 6s 64Go","95 000 FCFA","Liberté 2","img/nophoto.png"
"1706123938-571","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 6s 32Go","85 000 FCFA","Liberté 2","media/annonces/pics/thumbs/6b6b59cee708fa8e247c39cb198bdd82.jpeg"
"1706123938-572","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 7plus 32Go venant des Usa","180 000 FCFA","Bene Tally","media/annonces/pics/thumbs/a736d7fcc2ca43b4e35244ff006e354f.jpeg"
"1706123938-573","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Note 10+","500 000 FCFA","Plateau","media/annonces/pics/thumbs/aac4da5b5b7851e6f66fda9b25729477.jpg"
"1706123938-574","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 6s","115 000 FCFA","Plateau","media/annonces/pics/thumbs/a2b5afbfa7bd4d1a0b520c0ca59c25fe.jpg"
"1706123938-575","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 5s","75 000 FCFA","Plateau","media/annonces/pics/thumbs/eba68edb76653b0f132721748166c049.jpg"
"1706123944-576","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung A51","170 000 FCFA","Dakar","media/annonces/pics/thumbs/0c6069768735d6c4f8b5574c4108f98a.jpg"
"1706123944-577","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung  A71","217 000 FCFA","Dakar","media/annonces/pics/thumbs/da1627e4729ca24705356a6d61ebffcf.jpg"
"1706123944-578","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung A21s","111 000 FCFA","Dakar","media/annonces/pics/thumbs/60bf0efb2b14de1d892449b734752343.jpg"
"1706123944-579","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung A10s","74 500 FCFA","Dakar","media/annonces/pics/thumbs/a8f4866f7893a3d809734ae6565f5897.jpg"
"1706123944-580","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","iphone 7 plus 128gb","200 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/77e17b3a0006fe5fa0592c0b9e3b67b1.jpeg"
"1706123944-581","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Tecno spark 4","60 000 FCFA","Grand Yoff","media/annonces/pics/thumbs/ee80f3e2a5fce0145afc37df5d39585c.jpeg"
"1706123944-582","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Tecno F1","38 000 FCFA","Derklé","img/nophoto.png"
"1706123944-583","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","iphone 11 PRO MAX 64GO","620 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/2543fb952d15b62feac365f6219105b3.jpeg"
"1706123944-584","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","iphone 11 PRO 256GO","640 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/d1b254c81f77e7a6b6ac56245f3053b4.jpg"
"1706123944-585","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","IPHONE 7 PLUS 128GO","235 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/9bf4b12771529c98a3c8e6ec812b8df6.jpeg"
"1706123944-586","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Orange Rise 55","30 000 FCFA","Sicap liberté","media/annonces/pics/thumbs/4fe965379b8257991de24b5db6b67dde.jpg"
"1706123944-587","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","iPhone 6 plus","110 000 FCFA","Scat Urbam","media/annonces/pics/thumbs/43bff68d0eb8fefdd18be47b3fe8a239.jpeg"
"1706123944-588","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","iPhone 7 simple 32g","120 000 FCFA","Hann Maristes","media/annonces/pics/thumbs/a5dd61685cae5ef6d1967b3b6976c6e8.jpeg"
"1706123944-589","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Tecno Spark 4 Lite","60 000 FCFA","Biscuiterie","media/annonces/pics/thumbs/db2bc1229d8be1f890ea253e443ec7d5.jpg"
"1706123944-590","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung galaxies A30s","115 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/6c69283e21dd69776fc79243418109eb.jpeg"
"1706123944-591","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung Galaxy j8","90 000 FCFA","Dakar","media/annonces/pics/thumbs/872aa319163feb6aba7f90e20045ccdb.jpg"
"1706123944-592","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung galaxy A70","150 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/15dff32668b4c2906f5011044d7c60b4.jpg"
"1706123944-593","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","SAMSUNG Galaxy A30s","110 000 FCFA","Nord Foire","media/annonces/pics/thumbs/be2c1cd3b9871b8638785400d2a12868.jpeg"
"1706123944-594","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","HUAWEI P20 PRO","245 000 FCFA","Sacré Coeur","media/annonces/pics/thumbs/94bc2a1a3670a4a93ddb4b4bd388755f.jpeg"
"1706123944-595","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","IPhone 7simple 32Go","120 000 FCFA","Biscuiterie","media/annonces/pics/thumbs/752edaa478e9c2f4c16a4e966fca563e.jpeg"
"1706123944-596","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Talkie-walkie","55 000 FCFA","HLM","media/annonces/pics/thumbs/728e22f726a6becc5eac00d4469dc012.jpg"
"1706123944-597","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","TECNO F1","37 000 FCFA","Plateau","media/annonces/pics/thumbs/7b02f11d6e7c800f8ab82ea59495c1a3.jpeg"
"1706123944-598","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","AIRPHA SENSE 2","35 000 FCFA","Sacré Coeur","media/annonces/pics/thumbs/ad937e135f5fcba766b77f441c83c611.jpeg"
"1706123944-599","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Vente des Iphones 11 64 G scellé Red et blanc","550 000 FCFA","Dakar","media/annonces/pics/thumbs/0dea007bdd4255a6360dea5675bde095.jpeg"
"1706123944-600","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","AIRPHA HALO 3 PRO","59 500 FCFA","Mermoz","media/annonces/pics/thumbs/d65874d7caa470808549719b82b45248.jpeg"
"1706123944-601","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","AIRPHA HALO 3","49 500 FCFA","Sacré Coeur","media/annonces/pics/thumbs/95d2ebb2bd9c390320092a28f5b60578.jpeg"
"1706123944-602","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","AIRPHA SENSE 2 PRO","45 500 FCFA","Sacré Coeur","media/annonces/pics/thumbs/51e4213cc6e419d211a191613b6091b2.jpeg"
"1706123944-603","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Iphone 11 pro turbo déjà activé","460 000 FCFA","Cambérène","media/annonces/pics/thumbs/d86f203d0283a301faf4875760567e9b.jpeg"
"1706123944-604","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","IPhone X noire 64Go","340 000 FCFA","Dakar","media/annonces/pics/thumbs/994606efbe52fd07b67c6aa34b46f692.jpeg"
"1706123944-605","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Airpods Pro 4","20 000 FCFA","Plateau","media/annonces/pics/thumbs/c4c72f4294170c71b075ff49f01158c5.jpeg"
"1706123944-606","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Telephone Tecno à vendre","","Point E","media/annonces/pics/thumbs/d4c3ab369721937e3171d9297cdee42c.jpg"
"1706123944-607","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Huawei Y9s 128go ram 6go vendu sur facture","145 000 FCFA","Mbao","media/annonces/pics/thumbs/446e27b4f363dde1c2869fba773cb2ac.jpg"
"1706123944-608","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Iphone 11 128G","510 000 FCFA","Sacré Coeur","media/annonces/pics/thumbs/f3f97bf4235fb0d63c36e95b49c9ee66.jpeg"
"1706123944-609","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung Galaxy A10s","80 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/f3a50579c8274c05525899b5d072b4cb.jpg"
"1706123944-610","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","iPhone 7","120 000 FCFA","Hann Maristes","media/annonces/pics/thumbs/54a80e1776af68cb2fa24b5ef5fb32fc.jpeg"
"1706123944-611","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Iphone 11 Black 256 Go","580 000 FCFA","Sacré Coeur","media/annonces/pics/thumbs/f6e24e041eabba1b837fee64678a7053.jpeg"
"1706123944-612","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Iphone Xs Black 64 Go","475 000 FCFA","Mermoz","media/annonces/pics/thumbs/d4188dd28eb151e1ec097193936b3418.jpeg"
"1706123944-613","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Iphone 11 pro max silver 64 Go","750 000 FCFA","Mermoz","media/annonces/pics/thumbs/bd18503c93d26c3188ec5d10c4d2a00e.jpeg"
"1706123944-614","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Iphone 11 128G Green","510 000 FCFA","Mermoz","media/annonces/pics/thumbs/db8fc646b4ff4721ddc52d3494f12322.jpeg"
"1706123944-615","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Samsung S10","325 000 FCFA","Dakar","media/annonces/pics/thumbs/24b74dee5173f15a3350bfcea6a66141.jpg"
"1706123944-616","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","Vente de iPhone 5 s 16go","35 000 FCFA","Guédiawaye","img/nophoto.png"
"1706123944-617","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=28","WAKEUR BOROM DAROU ELECTRONIQUE MBOUR","","Mbour","media/annonces/pics/thumbs/2de98aa3b122cf061514a7866f7d7fd3.jpg"
"1706123951-618","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","iPhone 7 32 gb","150 000 FCFA","Golf","media/annonces/pics/thumbs/a05547bfe238db1e4bb64e2efa05a82c.jpeg"
"1706123951-619","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Iphone 11 pro Max","540 000 FCFA","Colobane","media/annonces/pics/thumbs/c4deb906c2aa637bc4bccb13fb5e15b5.jpeg"
"1706123951-620","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","TECNO PHANTOM 9","95 000 FCFA","Plateau","media/annonces/pics/thumbs/6d7d9a4e0abcac94fee8fa478d401af3.jpg"
"1706123951-621","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","SMARTPHONE - SAMSUNG - GALAXY - A51 – 6.5’’ – 128 Go – 4Go RAM","189 000 FCFA","Dakar","media/annonces/pics/thumbs/dffa47ddf5ff835c05093754451d30ef.jpg"
"1706123951-622","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","SMARTPHONE - SAMSUNG - GALAXY Z - FOLD 2 – 12 GO RAM – 256 Go – 5G","1 210 000 FCFA","Dakar","media/annonces/pics/thumbs/325d3e81e0b6dd33bf0e6dfc658dc841.jpg"
"1706123951-623","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Iphone 8 plus","200 000 FCFA","Yoff","media/annonces/pics/thumbs/c5eafdb6ab3d4f5ffa21c6b5c45e1a3b.jpeg"
"1706123951-624","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","IPhone 6 simple","80 000 FCFA","HLM","media/annonces/pics/thumbs/58673bb31220f8213133790fea14861f.jpeg"
"1706123951-625","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","iPhone 11 neuf scellé 64 Go Rouge","","Liberté 6","media/annonces/pics/thumbs/aa986dda5de8599af0b7ecdf50cc526b.jpeg"
"1706123951-626","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Iphone Xmax 256 gb","310 000 FCFA","Mermoz","media/annonces/pics/thumbs/5f6d5509eec1d6e61409083047c8ebb8.jpeg"
"1706123951-627","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","A50","85 000 FCFA","Sicap liberté","media/annonces/pics/thumbs/6f4941f1b1898a6b558aaf3a9e380130.png"
"1706123951-628","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Iphone 12 pro max 256GB bleu pacifique","950 000 FCFA","Mamelles","media/annonces/pics/thumbs/9187b5be9bd391f8f1209ad4095fbc0b.jpeg"
"1706123951-629","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Iphones à vendre","50 FCFA","Dakar","media/annonces/pics/thumbs/1a45d299e2a7bb6c80bf2e177379e207.jpg"
"1706123951-630","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Alcatel 1s 2019 seconde main","50 000 FCFA","Fann","media/annonces/pics/thumbs/a28b61997c0c1cb9e75a8065b83b18f1.jpg"
"1706123951-631","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","iphone 7 plus 128 gb","190 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/01e6488d1777b53aa7fbe40497819237.jpeg"
"1706123951-632","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","iPhone 8 64Gb","150 000 FCFA","Golf","media/annonces/pics/thumbs/f8f12b090abdf093e8a6cb266f7ca563.jpeg"
"1706123951-633","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","iPhone X 64G","255 000 FCFA","Golf","media/annonces/pics/thumbs/657081cf7250de89db323e5672cc52ae.png"
"1706123951-634","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=27","Iphone 6s plus 64g","150 000 FCFA","Colobane","media/annonces/pics/thumbs/2aa8a77228db2e0fed36ae7707729f64.jpeg"
